Player,Pos,Age,Tm,G,MP,FG,FGA,FGPct,ThreeP,ThreePA,ThreePPct,eFGPct,FT,FTA,FTPct,TRB,AST,STL,BLK,PTS
Timothé Luwawu-Cabarrot,SF,24,BRK,47,18.1,2.5,5.7,0.435,1.3,3.4,0.388,0.55,1.5,1.7,0.852,2.7,0.6,0.4,0.1,7.8
Trey Lyles,PF,24,SAS,63,20.2,2.4,5.4,0.446,1,2.7,0.387,0.541,0.5,0.7,0.733,5.7,1.1,0.4,0.4,6.4
Daryl Macon,PG,24,MIA,4,3.5,0.3,0.8,0.333,0.3,0.5,0.5,0.5,0,0,,0,0.3,0,0,0.8
J.P. Macura,SG,24,CLE,1,1,0,0,,0,0,,,0,0,,0,0,0,0,0
Josh Magette,PG,30,ORL,8,4.8,0.6,1.9,0.333,0.1,0.5,0.25,0.367,0.1,0.3,0.5,0.8,0.6,0.4,0.1,1.5
Ian Mahinmi,C,33,WAS,38,21.3,2.7,5.5,0.495,0.1,0.7,0.192,0.507,1.8,3,0.619,5.7,1.3,0.8,1.2,7.4
Thon Maker,C,22,DET,60,12.9,1.6,3.2,0.482,0.4,1.1,0.344,0.539,1.2,1.8,0.664,2.8,0.7,0.4,0.7,4.7
Terance Mann,SF,23,LAC,41,8.8,0.9,1.9,0.468,0.2,0.5,0.35,0.513,0.4,0.7,0.667,1.3,1.3,0.3,0.1,2.4
Boban Marjanović,C,31,DAL,44,9.6,2.8,4.8,0.573,0.1,0.4,0.235,0.583,1,1.3,0.754,4.5,0.5,0.2,0.2,6.6
Lauri Markkanen,PF,22,CHI,50,29.8,5,11.8,0.425,2.2,6.3,0.344,0.517,2.5,3.1,0.824,6.3,1.5,0.8,0.5,14.7
Caleb Martin,SF,24,CHO,18,17.6,2.1,4.7,0.44,1.1,2.1,0.541,0.56,0.9,1.2,0.81,2.1,1.3,0.7,0.4,6.2
Cody Martin,SF,24,CHO,48,18.8,1.9,4.3,0.43,0.4,1.6,0.234,0.473,0.9,1.4,0.646,3.3,2,0.8,0.2,5
Jeremiah Martin,PG,23,BRK,9,11,2.7,5.9,0.453,0.6,2,0.278,0.5,1.2,1.6,0.786,1.1,2,0.8,0.2,7.1
Kelan Martin,SF,24,MIN,31,16,2.3,5.8,0.392,0.8,3.1,0.26,0.461,1,1,0.968,3.1,0.7,0.2,0.3,6.4
Frank Mason III,PG,25,MIL,9,13.1,2.6,5.7,0.451,0.7,2.3,0.286,0.51,1.1,1.9,0.588,2.1,3.2,0.6,0.1,6.9
Garrison Mathews,SG,23,WAS,18,12.6,1.3,3.1,0.429,1.1,2.6,0.413,0.598,1.7,1.9,0.912,1.3,0.6,0.4,0.1,5.4
Wesley Matthews,SG,33,MIL,67,24.4,2.5,6.3,0.396,1.6,4.4,0.364,0.524,0.8,1,0.765,2.5,1.4,0.6,0.1,7.4
Luc Mbah a Moute,PF,33,HOU,3,8.3,0.7,1.7,0.4,0,0.7,0,0.4,0.3,0.7,0.5,0.7,0,0.7,0,1.7
Patrick McCaw,SF,24,TOR,37,24.5,1.8,4.4,0.414,0.6,1.9,0.324,0.485,0.4,0.5,0.722,2.3,2.1,1.1,0.1,4.6
CJ McCollum,SG,28,POR,70,36.5,8.7,19.4,0.451,2.8,7.3,0.379,0.522,2,2.6,0.757,4.2,4.4,0.8,0.6,22.2
T.J. McConnell,PG,27,IND,71,18.7,3,5.8,0.516,0.1,0.2,0.294,0.522,0.5,0.6,0.833,2.7,5,0.8,0.2,6.5
Jalen McDaniels,SF,22,CHO,16,18.3,2.1,4.4,0.471,0.6,1.5,0.375,0.536,0.9,1.1,0.824,4.1,0.8,0.5,0.2,5.6
Doug McDermott,PF,28,IND,69,19.9,3.9,7.9,0.488,1.9,4.3,0.435,0.605,0.7,0.8,0.828,2.5,1.1,0.2,0.1,10.3
JaVale McGee,C,32,LAL,68,16.6,2.9,4.5,0.637,0,0.1,0.5,0.642,0.8,1.2,0.646,5.7,0.5,0.5,1.4,6.6
Rodney McGruder,SG,28,LAC,56,15.6,1.3,3.2,0.398,0.4,1.6,0.27,0.464,0.3,0.6,0.559,2.7,0.6,0.5,0.1,3.3
Alfonzo McKinnie,SF,27,CLE,40,14.8,1.8,4.3,0.427,0.4,1.6,0.215,0.468,0.6,0.8,0.71,2.8,0.4,0.6,0.2,4.6
Jordan McLaughlin,PG,23,MIN,30,19.7,2.9,5.9,0.489,1,2.5,0.382,0.57,0.9,1.3,0.667,1.6,4.2,1.1,0.1,7.6
Ben McLemore,SF,26,HOU,71,22.8,3.4,7.7,0.444,2.5,6.4,0.4,0.61,0.7,0.9,0.746,2.2,0.8,0.6,0.2,10.1
Jordan McRae,SG,28,DET,4,24.5,3.5,10.8,0.326,0.8,4,0.188,0.36,4,5.5,0.727,3.8,1.8,0,0,11.8
Nicolò Melli,C,29,NOP,60,17.4,2.3,5.4,0.421,1.2,3.4,0.335,0.528,0.9,1.2,0.74,3,1.4,0.6,0.4,6.6
De'Anthony Melton,PG,21,MEM,60,19.5,2.7,6.7,0.401,0.7,2.3,0.286,0.451,1.6,2,0.769,3.7,2.9,1.3,0.3,7.6
Chimezie Metu,C,22,SAS,18,5.8,1.3,2.3,0.571,0,0.1,0,0.571,0.6,0.7,0.769,1.8,0.6,0.2,0.3,3.2
Khris Middleton,SF,28,MIL,62,29.9,7.6,15.3,0.497,2.4,5.7,0.415,0.575,3.4,3.7,0.916,6.2,4.3,0.9,0.1,20.9
Eric Mika,C,25,SAC,1,19,2,3,0.667,0,0,,0.667,2,2,1,7,0,0,0,6
C.J. Miles,SF,32,WAS,10,16.1,1.9,5.9,0.322,1.1,3.5,0.314,0.415,1.5,2,0.75,1.2,1.2,1,0.4,6.4
Malcolm Miller,SF,26,TOR,28,5.8,0.4,1,0.414,0.3,0.8,0.364,0.552,0.1,0.3,0.375,0.6,0.4,0.2,0.1,1.3
Patty Mills,PG,31,SAS,66,22.5,3.9,9.1,0.431,2.3,6.1,0.382,0.56,1.5,1.7,0.866,1.6,1.8,0.8,0.1,11.6
Paul Millsap,PF,34,DEN,51,24.3,4.1,8.6,0.482,1.1,2.4,0.435,0.543,2.3,2.8,0.816,5.7,1.6,0.9,0.6,11.6
Shake Milton,SG,23,PHI,40,20.1,3.4,6.9,0.484,1.5,3.4,0.43,0.588,1.3,1.6,0.785,2.2,2.6,0.5,0.2,9.4
Donovan Mitchell,SG,23,UTA,69,34.3,8.7,19.4,0.449,2.5,6.9,0.366,0.513,4,4.7,0.863,4.4,4.3,1,0.2,24
Naz Mitrou-Long,SG,26,IND,5,9.4,1.2,3.4,0.353,0.4,2.4,0.167,0.412,0,0,,1.4,1.6,0.2,0.2,2.8
Adam Mokoka,SF,21,CHI,11,10.2,1.1,2.5,0.429,0.5,1.4,0.4,0.536,0.2,0.4,0.5,0.9,0.4,0.4,0,2.9
Malik Monk,SG,21,CHO,55,21.3,3.9,8.9,0.434,1.1,3.7,0.284,0.494,1.5,1.8,0.82,2.9,2.1,0.5,0.3,10.3
Matt Mooney,SG,22,CLE,4,4.8,0.3,1,0.25,0,0.5,0,0.25,0,0,,0.8,0.3,0.5,0.3,0.5
E'Twaun Moore,SG,30,NOP,56,18.2,3.3,7.8,0.426,1.1,3,0.377,0.498,0.6,0.8,0.689,2.3,1.4,0.6,0.2,8.3
Ja Morant,PG,20,MEM,67,31,6.7,14,0.477,0.9,2.7,0.335,0.509,3.6,4.6,0.776,3.9,7.3,0.9,0.3,17.8
Juwan Morgan,PF,22,UTA,21,6.4,0.7,1.2,0.577,0.1,0.4,0.375,0.635,0.1,0.2,0.75,1.4,0.3,0,0.1,1.7
Marcus Morris,PF,30,LAC,19,28.9,3.9,9.2,0.425,1.4,4.4,0.31,0.5,0.9,1.2,0.818,4.1,1.4,0.7,0.7,10.1
Markieff Morris,PF,30,LAL,14,14.2,2,4.9,0.406,0.9,2.8,0.333,0.5,0.4,0.4,0.833,3.2,0.6,0.4,0.4,5.3
Monte Morris,PG,24,DEN,73,22.4,3.6,7.8,0.459,0.9,2.4,0.378,0.517,1,1.2,0.843,1.9,3.5,0.8,0.2,9
Johnathan Motley,PF,24,LAC,13,3.2,0.8,1.2,0.733,0.1,0.1,1,0.767,0.4,0.5,0.714,0.8,0.6,0.2,0,2.2
Emmanuel Mudiay,PG,23,UTA,54,15.7,2.8,6.1,0.462,0.6,1.6,0.345,0.508,1.2,1.5,0.759,2.3,2.1,0.4,0.2,7.3
Mychal Mulder,SF,25,GSW,7,29.1,3.7,9.6,0.388,2.3,7.4,0.308,0.507,1.3,1.7,0.75,3.3,1.1,0.3,0.1,11
Dejounte Murray,PG,23,SAS,66,25.6,4.5,9.7,0.462,0.6,1.7,0.369,0.494,1.4,1.7,0.798,5.8,4.1,1.7,0.3,10.9
Jamal Murray,PG,22,DEN,59,32.3,6.9,15.2,0.456,1.9,5.5,0.346,0.519,2.8,3.1,0.881,4,4.8,1.1,0.3,18.5
Džanan Musa,SF,20,BRK,40,12.2,1.6,4.3,0.372,0.5,2,0.244,0.427,1.1,1.5,0.75,2.2,1.1,0.4,0,4.8
Mike Muscala,C,28,OKC,47,12.2,1.6,4,0.407,1.1,3,0.378,0.55,0.4,0.5,0.818,2.3,0.9,0.2,0.3,4.8
Sviatoslav Mykhailiuk,SF,22,DET,56,22.6,3,7.2,0.41,2.1,5.1,0.404,0.552,1,1.3,0.814,1.9,1.9,0.7,0.1,9
Abdel Nader,SF,26,OKC,55,15.8,2.2,4.8,0.468,0.9,2.3,0.375,0.559,0.9,1.2,0.773,1.8,0.7,0.4,0.4,6.3
Larry Nance Jr.,PF,27,CLE,56,26.3,4.1,7.7,0.531,1,2.8,0.352,0.596,0.9,1.3,0.676,7.3,2.2,1,0.4,10.1
Shabazz Napier,PG,28,WAS,20,24.4,3.7,8.7,0.428,1.5,4.1,0.358,0.512,2.7,3.3,0.831,2.4,3.8,1.5,0.2,11.6
Raul Neto,PG,27,PHI,54,12.4,1.9,4.1,0.455,0.6,1.6,0.386,0.532,0.7,0.9,0.83,1.1,1.8,0.4,0.1,5.1
Malik Newman,SG,22,CLE,1,4,0,2,0,0,1,0,0,2,2,1,0,0,0,0,2
Georges Niang,PF,26,UTA,66,14,2.1,4.9,0.438,1.4,3.4,0.4,0.578,0.3,0.4,0.833,1.9,0.7,0.3,0.1,5.9
Joakim Noah,C,34,LAC,5,10,0.8,1.6,0.5,0,0,,0.5,1.2,1.6,0.75,3.2,1.4,0.2,0.2,2.8
Nerlens Noel,C,25,OKC,61,18.5,3,4.4,0.684,0,0,0.333,0.686,1.3,1.7,0.755,4.9,0.9,1,1.5,7.4
Zach Norvell,SG,22,GSW,3,12,1,3.7,0.273,1,2.7,0.375,0.409,0.3,0.3,1,1.7,1,0.7,0,3.3
Jaylen Nowell,SG,20,MIN,15,10.1,1.3,3.5,0.358,0.2,1.7,0.115,0.387,1.1,1.1,0.941,0.9,1.3,0.2,0.1,3.8
Frank Ntilikina,PG,21,NYK,57,20.8,2.3,5.8,0.393,0.8,2.4,0.321,0.459,0.9,1,0.864,2.1,3,0.9,0.3,6.3
Kendrick Nunn,PG,24,MIA,67,29.3,6,13.6,0.439,2,5.8,0.35,0.514,1.3,1.5,0.85,2.7,3.3,0.8,0.2,15.3
Jusuf Nurkić,C,25,POR,8,31.6,6.8,13.6,0.495,0.3,1.3,0.2,0.505,3.9,4.4,0.886,10.3,4,1.4,2,17.6
David Nwaba,SF,27,BRK,20,13.4,1.9,3.6,0.521,0.6,1.4,0.429,0.606,0.9,1.4,0.667,2.3,0.4,0.6,0.6,5.2
Royce O'Neale,SF,26,UTA,71,28.9,2.2,5.1,0.433,1.3,3.4,0.377,0.559,0.6,0.8,0.764,5.5,2.5,0.8,0.5,6.3
Kyle O'Quinn,C,29,PHI,29,10.8,1.4,2.9,0.494,0.2,0.9,0.259,0.535,0.4,0.7,0.55,4,1.8,0.2,0.8,3.5
Semi Ojeleye,PF,25,BOS,69,14.7,1.2,2.8,0.408,0.7,1.8,0.378,0.531,0.4,0.5,0.875,2.1,0.5,0.3,0.1,3.4
Jahlil Okafor,C,24,NOP,30,15.6,3.4,5.4,0.623,0,0.1,0.333,0.627,1.3,2.1,0.645,4.2,1.2,0.2,0.7,8.1
Elie Okobo,PG,22,PHO,55,13.1,1.3,3.3,0.398,0.5,1.3,0.352,0.467,0.9,1.3,0.704,1.6,2.1,0.4,0.1,4
Josh Okogie,SG,21,MIN,62,25,2.7,6.4,0.427,0.7,2.5,0.266,0.479,2.5,3.1,0.796,4.3,1.6,1.1,0.4,8.6
KZ Okpala,PF,20,MIA,5,5.2,0.6,1,0.6,0,0.2,0,0.6,0.2,0.4,0.5,1,0.2,0.4,0.2,1.4
Victor Oladipo,SG,27,IND,19,27.8,5.1,12.9,0.394,1.7,5.5,0.317,0.461,2.5,3.1,0.814,3.9,2.9,0.9,0.2,14.5
Kelly Olynyk,C,28,MIA,67,19.4,2.7,5.9,0.462,1.4,3.5,0.406,0.582,1.3,1.5,0.86,4.6,1.7,0.7,0.3,8.2
Miye Oni,SF,22,UTA,10,10.9,1.2,3.2,0.375,0.7,1.9,0.368,0.484,0.4,0.5,0.8,1.7,0.4,0.4,0.2,3.5
Cedi Osman,SF,24,CLE,65,29.4,4.1,9.4,0.437,1.9,4.9,0.383,0.538,1,1.4,0.67,3.6,2.4,0.8,0.2,11
Kelly Oubre Jr.,SF,24,PHO,56,34.5,6.7,14.8,0.452,1.9,5.5,0.352,0.517,3.4,4.4,0.78,6.4,1.5,1.3,0.7,18.7
Tariq Owens,PF,24,PHO,3,5,0.3,1.7,0.2,0,0.7,0,0.2,0.7,0.7,1,1,0,0.3,0,1.3
Jeremy Pargo,PG,33,GSW,3,14.7,3.7,7.3,0.5,1,2.3,0.429,0.568,0,0.3,0,1,2.7,0.3,0,8.3
Jabari Parker,PF,24,SAC,6,13.3,3.5,6,0.583,0.2,0.7,0.25,0.597,1.3,1.5,0.889,3.8,1.7,0.5,0.2,8.5
Chandler Parsons,PF,31,ATL,5,10.8,1,3.6,0.278,0.8,2.8,0.286,0.389,0,0,,1.4,0.6,0.8,0.2,2.8
Eric Paschall,PF,23,GSW,60,27.6,5.3,10.7,0.497,0.6,2.2,0.287,0.526,2.7,3.5,0.774,4.6,2.1,0.5,0.2,14
Anžejs Pasečņiks,C,24,WAS,27,16.2,2.3,4.3,0.526,0,0.1,0,0.526,1.3,2.1,0.586,4,0.7,0.3,0.4,5.8
Patrick Patterson,PF,30,LAC,59,13.2,1.6,3.9,0.408,1.1,2.9,0.39,0.552,0.6,0.7,0.814,2.6,0.7,0.1,0.1,4.9
Justin Patton,C,22,OKC,5,4.8,0.8,2,0.4,0.2,0.8,0.25,0.45,0,0,,1,0.4,0,0,1.8
Chris Paul,PG,34,OKC,70,31.5,6.2,12.7,0.489,1.6,4.3,0.365,0.552,3.6,4,0.907,5,6.7,1.6,0.2,17.6
Cameron Payne,SG,25,PHO,8,22.9,4.1,8.5,0.485,1.9,3.6,0.517,0.596,0.8,0.9,0.857,3.9,3,1,0.3,10.9
Elfrid Payton,PG,25,NYK,45,27.7,4.3,9.8,0.439,0.3,1.5,0.203,0.455,1.1,1.9,0.57,4.7,7.2,1.6,0.4,10
Gary Payton II,SF,27,WAS,29,14.9,1.7,4,0.414,0.4,1.6,0.283,0.47,0.1,0.3,0.5,2.8,1.7,1.1,0.2,3.9
Norvel Pelle,C,26,PHI,24,9.7,1,2,0.521,0,0,0,0.521,0.3,0.6,0.5,3,0.3,0.1,1.3,2.4
Theo Pinson,SG,24,BRK,33,11.1,1.4,4.7,0.29,0.5,2.4,0.188,0.339,0.5,0.5,0.938,1.6,1.7,0.5,0.1,3.6
Mason Plumlee,C,29,DEN,61,17.3,2.9,4.7,0.615,0,0.1,0,0.615,1.4,2.5,0.535,5.2,2.5,0.5,0.6,7.2
Jakob Poeltl,C,24,SAS,66,17.7,2.5,4,0.624,0,0,,0.624,0.6,1.3,0.465,5.7,1.8,0.6,1.4,5.6
Vincent Poirier,C,26,BOS,22,5.9,0.8,1.6,0.472,0,0.1,0.5,0.486,0.3,0.3,0.857,2,0.4,0.1,0.4,1.9
Shamorie Ponds,PG,21,TOR,4,2.8,0.8,1.3,0.6,0.3,0.5,0.5,0.7,0.5,0.5,1,0.3,0.5,0,0.3,2.3
Jordan Poole,SG,20,GSW,57,22.4,2.9,8.8,0.333,1.3,4.6,0.279,0.406,1.7,2.1,0.798,2.1,2.4,0.6,0.2,8.8
Kevin Porter Jr.,SF,19,CLE,50,23.2,3.7,8.4,0.442,1.1,3.2,0.335,0.505,1.5,2,0.723,3.2,2.2,0.9,0.3,10
Michael Porter Jr.,SF,21,DEN,55,16.4,3.5,7,0.509,1.1,2.7,0.422,0.59,1.1,1.3,0.833,4.7,0.8,0.5,0.5,9.3
Otto Porter,SF,26,CHI,14,23.6,4.4,10,0.443,1.7,4.4,0.387,0.529,1.4,1.9,0.704,3.4,1.8,1.1,0.4,11.9
Bobby Portis,PF,24,NYK,66,21.1,4,8.9,0.45,1,2.8,0.358,0.507,1.1,1.4,0.763,5.1,1.5,0.5,0.3,10.1
Kristaps Porziņģis,C,24,DAL,57,31.8,7,16.4,0.427,2.5,7.1,0.352,0.503,4,5,0.799,9.5,1.8,0.7,2,20.4
Dwight Powell,C,28,DAL,40,26.5,3.7,5.7,0.638,0.3,1,0.256,0.659,1.9,2.8,0.667,5.7,1.5,0.9,0.6,9.4
Norman Powell,SG,26,TOR,52,28.4,5.7,11.5,0.495,2.1,5.3,0.399,0.586,2.5,2.9,0.843,3.7,1.8,1.2,0.4,16
Taurean Prince,PF,25,BRK,64,29,4.3,11.5,0.376,2.3,6.7,0.339,0.475,1.1,1.4,0.798,6,1.8,0.9,0.4,12.1
Chasson Randle,PG,26,GSW,3,13.3,0,1.3,0,0,0.7,0,0,1.7,2,0.833,0.7,1.7,0.7,0,1.7
Julius Randle,PF,25,NYK,64,32.5,7.2,15.7,0.46,1,3.6,0.277,0.492,4,5.5,0.733,9.7,3.1,0.8,0.3,19.5
Josh Reaves,SF,22,DAL,4,7,0.8,2.3,0.333,0,0.5,0,0.333,0.5,0.5,1,0.8,0.8,0,0,2
Cam Reddish,SF,20,ATL,58,26.7,3.7,9.6,0.384,1.4,4.3,0.332,0.459,1.7,2.2,0.802,3.7,1.5,1.1,0.5,10.5
J.J. Redick,SG,35,NOP,60,26.4,4.8,10.5,0.453,3,6.6,0.453,0.596,2.8,3.1,0.892,2.5,2,0.3,0.2,15.3
Naz Reid,C,20,MIN,30,16.5,3.3,8.1,0.412,1.1,3.2,0.33,0.477,1.2,1.8,0.698,4.1,1.2,0.6,0.7,9
Josh Richardson,SG,26,PHI,55,30.8,5.1,11.7,0.43,1.5,4.5,0.341,0.496,2.1,2.6,0.809,3.2,2.9,0.9,0.7,13.7
Austin Rivers,SG,27,HOU,68,23.4,3.1,7.4,0.421,1.4,4,0.356,0.517,1.1,1.6,0.703,2.6,1.7,0.7,0.1,8.8
Andre Roberson,SF,28,OKC,7,12.4,1.1,4.1,0.276,0.4,2,0.214,0.328,0.1,0.3,0.5,3.9,0.6,0.1,0.4,2.9
Duncan Robinson,SG,25,MIA,73,29.7,4.4,9.4,0.47,3.7,8.3,0.446,0.667,0.9,1,0.931,3.2,1.4,0.5,0.3,13.5
Glenn Robinson III,SF,26,PHI,14,19.3,3.1,6.1,0.518,0.6,1.9,0.333,0.571,0.8,0.9,0.917,3.1,0.8,0.6,0.1,7.7
Jerome Robinson,SG,22,WAS,21,24,3.3,8.3,0.397,1.4,4.1,0.349,0.483,1.4,1.8,0.763,3.3,2,0.7,0.4,9.4
Justin Robinson,PG,22,WAS,9,5.4,0.6,1.3,0.417,0.3,0.6,0.6,0.542,0,0,,0.6,0.8,0,0.1,1.4
Mitchell Robinson,C,21,NYK,61,23.1,4.1,5.6,0.742,0,0,,0.742,1.4,2.4,0.568,7,0.6,0.9,2,9.7
Isaiah Roby,PF,21,OKC,3,3.7,0,0.3,0,0,0,,0,0,0,,0.7,0,0,0,0
Rajon Rondo,PG,33,LAL,48,20.5,2.9,6.8,0.418,0.9,2.6,0.328,0.48,0.6,0.9,0.659,3,5,0.8,0,7.1
Derrick Rose,PG,31,DET,50,26,7.4,15.1,0.49,0.9,2.9,0.306,0.52,2.4,2.8,0.871,2.4,5.6,0.8,0.3,18.1
Terrence Ross,SG,28,ORL,69,27.4,4.9,12.3,0.403,2.6,7.3,0.351,0.508,2.3,2.7,0.853,3.2,1.2,1.1,0.3,14.7
Terry Rozier,PG,25,CHO,63,34.3,6.3,14.9,0.423,2.7,6.7,0.407,0.514,2.6,3,0.874,4.4,4.1,1,0.2,18
Ricky Rubio,PG,29,PHO,65,31,4.4,10.6,0.415,1.2,3.3,0.361,0.471,3,3.5,0.863,4.7,8.8,1.4,0.2,13
D'Angelo Russell,PG,23,MIN,12,32.7,7.3,17.6,0.412,3.2,9.2,0.345,0.502,4,4.6,0.873,4.6,6.6,1.4,0.3,21.7
Domantas Sabonis,PF,23,IND,62,34.8,7.4,13.7,0.54,0.3,1.1,0.254,0.55,3.5,4.8,0.723,12.4,5,0.8,0.5,18.5
Luka Šamanić,PF,20,SAS,3,16,1.7,5.3,0.313,1,2.7,0.375,0.406,1,1.3,0.75,3.3,2,0,0.7,5.3
JaKarr Sampson,PF,26,IND,34,13.9,2,3.4,0.591,0.1,0.4,0.154,0.6,0.5,0.8,0.667,2.6,0.6,0.5,0.4,4.6
Dario Šarić,PF,25,PHO,66,24.7,3.9,8.2,0.476,1.3,3.6,0.357,0.554,1.6,1.9,0.844,6.2,1.9,0.6,0.2,10.7
Tomáš Satoranský,SG,28,CHI,65,28.9,3.6,8.5,0.43,1,3.1,0.322,0.488,1.6,1.9,0.876,3.9,5.4,1.2,0.1,9.9
Admiral Schofield,PF,22,WAS,33,11.2,1.1,2.8,0.38,0.6,1.8,0.311,0.484,0.3,0.5,0.667,1.4,0.5,0.2,0.1,3
Dennis Schröder,PG,26,OKC,65,30.8,7,14.8,0.469,1.9,5,0.385,0.534,3,3.6,0.839,3.6,4,0.7,0.2,18.9
Mike Scott,PF,31,PHI,68,17.8,2.2,5.1,0.426,1.2,3.2,0.369,0.54,0.4,0.5,0.811,3.6,0.8,0.3,0.1,6
Thabo Sefolosha,PF,35,HOU,41,10.6,0.9,2.2,0.407,0.4,1.3,0.278,0.489,0.1,0.2,0.375,2.3,0.6,0.6,0.3,2.2
Collin Sexton,PG,21,CLE,65,33,7.9,16.7,0.472,1.5,3.9,0.38,0.517,3.5,4.1,0.846,3.1,3,1,0.1,20.8
Landry Shamet,SG,22,LAC,53,27.4,3,7.4,0.404,2.1,5.6,0.375,0.546,1.2,1.4,0.855,1.9,1.9,0.4,0.2,9.3
Marial Shayok,SG,24,PHI,4,7,0.8,3,0.25,0.5,1.5,0.333,0.333,0.8,1,0.75,1.8,0.3,0,0.3,2.8
Iman Shumpert,SF,29,BRK,13,18.5,1.6,4.9,0.328,0.6,2.5,0.242,0.391,0.3,0.5,0.571,2.6,0.9,0.9,0.2,4.2
Pascal Siakam,PF,25,TOR,60,35.2,8.3,18.4,0.453,2.2,6.1,0.359,0.512,4,5.1,0.792,7.3,3.5,1,0.9,22.9
Chris Silva,PF,23,MIA,44,7.9,1.1,1.8,0.615,0,0.1,0,0.615,0.8,1.3,0.673,2.9,0.5,0.2,0.5,3
Ben Simmons,PG,23,PHI,57,35.4,6.6,11.4,0.58,0,0.1,0.286,0.581,3.2,5.2,0.621,7.8,8,2.1,0.6,16.4
Anfernee Simons,SG,20,POR,70,20.7,3.1,7.7,0.399,1.1,3.2,0.332,0.469,1.1,1.3,0.826,2.2,1.4,0.4,0.1,8.3
Alen Smailagić,C,19,GSW,14,9.9,1.4,2.9,0.5,0.2,0.9,0.231,0.538,1.1,1.4,0.842,1.9,0.9,0.2,0.3,4.2
Marcus Smart,SG,25,BOS,60,32,4.3,11.4,0.375,2.3,6.6,0.347,0.476,2.1,2.5,0.836,3.8,4.9,1.7,0.5,12.9
Dennis Smith Jr.,PG,22,NYK,34,15.8,2.1,6.2,0.341,0.5,1.6,0.296,0.379,0.8,1.6,0.509,2.3,2.9,0.8,0.2,5.5
Ish Smith,PG,31,WAS,68,26.3,4.5,10.1,0.447,0.9,2.5,0.367,0.492,0.9,1.3,0.721,3.2,4.9,0.9,0.4,10.9
J.R. Smith,SG,34,LAL,6,13.2,1.2,3.7,0.318,0.2,1.8,0.091,0.341,0.3,0.3,1,0.8,0.5,0.2,0,2.8
Zhaire Smith,SF,20,PHI,7,4.6,0.4,1.6,0.273,0,0.4,0,0.273,0.3,0.6,0.5,0.3,0.3,0.4,0,1.1
Tony Snell,SF,28,DET,59,27.8,2.9,6.5,0.445,1.7,4.3,0.402,0.579,0.5,0.5,1,1.9,2.2,0.5,0.3,8
Omari Spellman,C,22,GSW,49,18.1,2.6,6,0.431,0.9,2.2,0.391,0.503,1.5,1.9,0.793,4.5,1,0.7,0.5,7.6
Max Strus,SF,23,CHI,2,3,1,1.5,0.667,0,0.5,0,0.667,0.5,0.5,1,0.5,0,0,0,2.5
Edmond Sumner,SG,24,IND,31,14.4,2,4.6,0.43,0.5,1.7,0.264,0.479,0.5,0.9,0.552,1.5,1.8,0.5,0.3,4.9
Caleb Swanigan,PF,22,POR,20,13.3,1.3,2.2,0.605,0,0.1,0,0.605,0.4,0.8,0.533,4.7,1.5,0.1,0.3,3
Jayson Tatum,PF,21,BOS,66,34.3,8.4,18.6,0.45,2.9,7.1,0.403,0.527,3.8,4.7,0.812,7,3,1.4,0.9,23.4
Jeff Teague,PG,31,ATL,25,20.8,2.7,6.6,0.412,0.4,1.2,0.333,0.442,1.9,2.1,0.887,2.2,4,0.8,0.2,7.7
Garrett Temple,SG,33,BRK,62,27.9,3.6,9.5,0.378,2,6.2,0.329,0.486,1.1,1.4,0.805,3.5,2.5,0.8,0.5,10.3
Daniel Theis,C,27,BOS,65,24.1,3.7,6.6,0.566,0.5,1.5,0.333,0.603,1.3,1.8,0.763,6.6,1.7,0.6,1.3,9.2
Isaiah Thomas,PG,30,WAS,40,23.1,4.4,10.7,0.408,2,4.7,0.413,0.5,1.6,1.9,0.816,1.7,3.7,0.3,0.2,12.2
Khyri Thomas,SG,23,DET,8,7.6,0.6,2.1,0.294,0.6,1.8,0.357,0.441,0.3,0.5,0.5,0.1,0.4,0.4,0,2.1
Lance Thomas,PF,31,BRK,7,14,1.1,3.3,0.348,0.6,1.9,0.308,0.435,0.6,0.6,1,1.9,0.9,0,0,3.4
Matt Thomas,SG,25,TOR,41,10.7,1.8,3.7,0.487,1.1,2.4,0.475,0.643,0.2,0.3,0.75,1.5,0.5,0.2,0,4.9
Tristan Thompson,PF,28,CLE,57,30.2,5.1,9.9,0.512,0.2,0.4,0.391,0.52,1.7,2.8,0.615,10.1,2.1,0.6,0.9,12
Sindarius Thornwell,SF,25,NOP,2,17.5,3,5.5,0.545,1,2,0.5,0.636,1,2,0.5,2,2,0.5,0.5,8
Matisse Thybulle,SG,22,PHI,65,19.8,1.7,4.1,0.423,0.9,2.4,0.357,0.528,0.4,0.6,0.61,1.6,1.2,1.4,0.7,4.7
Anthony Tolliver,PF,34,MEM,13,18.2,1.5,3.7,0.396,1.3,3.2,0.415,0.573,0.5,0.6,0.875,2.5,0.8,0.5,0.1,4.8
Juan Toscano-Anderson,SG,26,GSW,13,20.9,2.2,4.8,0.46,0.6,1.8,0.348,0.524,0.2,0.4,0.6,4,2,1,0.4,5.3
Karl-Anthony Towns,C,24,MIN,35,33.9,9,17.8,0.508,3.3,7.9,0.412,0.6,5.1,6.5,0.796,10.8,4.4,0.9,1.2,26.5
